owner_type,owner_url,owner_html_url,html_url,url,fork,created_at,updated_at,size,stargazers_count,language,has_issues,has_wiki,forks_count,forks,open_issues,watchers,commits,contributors,readme
Organization,https://api.github.com/users/h5bp,https://github.com/h5bp,https://github.com/h5bp/html5-boilerplate,https://api.github.com/repos/h5bp/html5-boilerplate,False,2010-01-24T18:03:24Z,2019-06-25T14:32:54Z,13940,42977,JavaScript,True,True,10228,10228,1,42977,,,
Organization,https://api.github.com/users/django,https://github.com/django,https://github.com/django/django,https://api.github.com/repos/django/django,False,2012-04-28T02:47:18Z,2019-06-25T15:05:12Z,188589,42370,Python,False,False,18231,18231,229,42370,,,
Organization,https://api.github.com/users/keras-team,https://github.com/keras-team,https://github.com/keras-team/keras,https://api.github.com/repos/keras-team/keras,False,2015-03-28T00:35:42Z,2019-06-25T15:09:55Z,12808,42203,Python,True,True,16088,16088,2427,42203,,,
User,https://api.github.com/users/jakubroztocil,https://github.com/jakubroztocil,https://github.com/jakubroztocil/httpie,https://api.github.com/repos/jakubroztocil/httpie,False,2012-02-25T12:39:13Z,2019-06-25T13:11:47Z,5389,42058,Python,True,False,2765,2765,158,42058,,,
Organization,https://api.github.com/users/elastic,https://github.com/elastic,https://github.com/elastic/elasticsearch,https://api.github.com/repos/elastic/elasticsearch,False,2010-02-08T13:20:56Z,2019-06-25T15:06:07Z,632662,42055,Java,True,False,14045,14045,2013,42055,,,
Organization,https://api.github.com/users/ossu,https://github.com/ossu,https://github.com/ossu/computer-science,https://api.github.com/repos/ossu/computer-science,False,2014-05-04T00:18:39Z,2019-06-25T09:01:14Z,859,41713,,True,True,6079,6079,35,41713,,,
Organization,https://api.github.com/users/moment,https://github.com/moment,https://github.com/moment/moment,https://api.github.com/repos/moment/moment,False,2011-03-01T02:46:06Z,2019-06-25T13:11:44Z,17858,41589,JavaScript,True,False,6251,6251,344,41589,,,
Organization,https://api.github.com/users/resume,https://github.com/resume,https://github.com/resume/resume.github.com,https://api.github.com/repos/resume/resume.github.com,False,2011-02-06T13:39:55Z,2019-06-25T15:08:21Z,411,41154,JavaScript,True,True,1092,1092,35,41154,,,
Organization,https://api.github.com/users/h5bp,https://github.com/h5bp,https://github.com/h5bp/Front-end-Developer-Interview-Questions,https://api.github.com/repos/h5bp/Front-end-Developer-Interview-Questions,False,2012-02-09T23:34:10Z,2019-06-25T12:25:31Z,1788,41152,HTML,True,True,8299,8299,5,41152,,,
Organization,https://api.github.com/users/meteor,https://github.com/meteor,https://github.com/meteor/meteor,https://api.github.com/repos/meteor/meteor,False,2012-01-19T01:58:17Z,2019-06-25T13:02:54Z,77612,41134,JavaScript,True,True,5033,5033,335,41134,,,
User,https://api.github.com/users/typicode,https://github.com/typicode,https://github.com/typicode/json-server,https://api.github.com/repos/typicode/json-server,False,2013-11-27T13:21:13Z,2019-06-25T14:47:44Z,1714,40928,JavaScript,True,False,3648,3648,446,40928,,,
User,https://api.github.com/users/josephmisiti,https://github.com/josephmisiti,https://github.com/josephmisiti/awesome-machine-learning,https://api.github.com/repos/josephmisiti/awesome-machine-learning,False,2014-07-15T19:11:19Z,2019-06-25T15:05:41Z,1789,40492,Python,True,False,10156,10156,2,40492,,,
Organization,https://api.github.com/users/lodash,https://github.com/lodash,https://github.com/lodash/lodash,https://api.github.com/repos/lodash/lodash,False,2012-04-07T04:11:46Z,2019-06-25T15:09:28Z,44747,39786,JavaScript,True,True,4134,4134,7,39786,,,
Organization,https://api.github.com/users/ReactiveX,https://github.com/ReactiveX,https://github.com/ReactiveX/RxJava,https://api.github.com/repos/ReactiveX/RxJava,False,2013-01-08T20:11:48Z,2019-06-25T14:36:56Z,83662,39510,Java,True,True,6671,6671,9,39510,,,
Organization,https://api.github.com/users/spring-projects,https://github.com/spring-projects,https://github.com/spring-projects/spring-boot,https://api.github.com/repos/spring-projects/spring-boot,False,2012-10-19T15:02:57Z,2019-06-25T15:10:19Z,103000,39430,Java,True,True,25616,25616,392,39430,,,
Organization,https://api.github.com/users/netdata,https://github.com/netdata,https://github.com/netdata/netdata,https://api.github.com/repos/netdata/netdata,False,2013-06-17T18:39:10Z,2019-06-25T14:43:40Z,30467,39110,C,True,True,3445,3445,517,39110,,,
Organization,https://api.github.com/users/kennethreitz,https://github.com/kennethreitz,https://github.com/kennethreitz/requests,https://api.github.com/repos/kennethreitz/requests,False,2011-02-13T18:38:17Z,2019-06-25T15:10:19Z,9985,39104,Python,True,True,7129,7129,237,39104,,,
Organization,https://api.github.com/users/storybookjs,https://github.com/storybookjs,https://github.com/storybookjs/storybook,https://api.github.com/repos/storybookjs/storybook,False,2016-03-18T04:23:44Z,2019-06-25T14:01:04Z,169394,38992,JavaScript,True,False,3202,3202,384,38992,,,
Organization,https://api.github.com/users/shadowsocks,https://github.com/shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,https://api.github.com/repos/shadowsocks/shadowsocks-windows,False,2013-01-14T07:54:16Z,2019-06-25T15:10:19Z,9807,38971,C#,True,True,13058,13058,155,38971,,,
Organization,https://api.github.com/users/bitcoin,https://github.com/bitcoin,https://github.com/bitcoin/bitcoin,https://api.github.com/repos/bitcoin/bitcoin,False,2010-12-19T15:16:43Z,2019-06-25T13:48:40Z,127280,38941,C++,True,False,23437,23437,963,38941,,,
User,https://api.github.com/users/adam-p,https://github.com/adam-p,https://github.com/adam-p/markdown-here,https://api.github.com/repos/adam-p/markdown-here,False,2012-05-13T03:27:22Z,2019-06-25T15:07:30Z,16214,38829,JavaScript,True,True,6659,6659,242,38829,,,
Organization,https://api.github.com/users/ElemeFE,https://github.com/ElemeFE,https://github.com/ElemeFE/element,https://api.github.com/repos/ElemeFE/element,False,2016-09-03T06:19:26Z,2019-06-25T14:25:14Z,70274,38727,Vue,True,True,8041,8041,907,38727,,,
Organization,https://api.github.com/users/ionic-team,https://github.com/ionic-team,https://github.com/ionic-team/ionic,https://api.github.com/repos/ionic-team/ionic,False,2013-08-20T23:06:02Z,2019-06-25T12:39:24Z,97260,38392,TypeScript,True,False,13050,13050,587,38392,,,
Organization,https://api.github.com/users/zeit,https://github.com/zeit,https://github.com/zeit/next.js,https://api.github.com/repos/zeit/next.js,False,2016-10-05T23:32:51Z,2019-06-25T15:08:22Z,13116,38367,JavaScript,True,True,4620,4620,220,38367,,,
Organization,https://api.github.com/users/mtdvio,https://github.com/mtdvio,https://github.com/mtdvio/every-programmer-should-know,https://api.github.com/repos/mtdvio/every-programmer-should-know,False,2017-08-24T13:18:26Z,2019-06-25T15:10:01Z,153,38242,,True,True,3514,3514,28,38242,,,
Organization,https://api.github.com/users/google,https://github.com/google,https://github.com/google/material-design-icons,https://api.github.com/repos/google/material-design-icons,False,2014-10-08T18:01:28Z,2019-06-25T13:18:01Z,47085,38228,CSS,True,True,7787,7787,549,38228,,,
Organization,https://api.github.com/users/jekyll,https://github.com/jekyll,https://github.com/jekyll/jekyll,https://api.github.com/repos/jekyll/jekyll,False,2008-10-20T06:29:03Z,2019-06-25T13:58:04Z,16633,38030,Ruby,True,True,8296,8296,140,38030,,,
Organization,https://api.github.com/users/ansible,https://github.com/ansible,https://github.com/ansible/ansible,https://api.github.com/repos/ansible/ansible,False,2012-03-06T14:58:02Z,2019-06-25T14:28:58Z,170684,37922,Python,True,False,15896,15896,5785,37922,,,
User,https://api.github.com/users/antirez,https://github.com/antirez,https://github.com/antirez/redis,https://api.github.com/repos/antirez/redis,False,2009-03-21T22:32:25Z,2019-06-25T14:42:51Z,77156,37170,C,True,False,14286,14286,2274,37170,,,
Organization,https://api.github.com/users/rust-lang,https://github.com/rust-lang,https://github.com/rust-lang/rust,https://api.github.com/repos/rust-lang/rust,False,2010-06-16T20:39:03Z,2019-06-25T15:07:02Z,443507,37024,Rust,True,False,5821,5821,5064,37024,,,
Organization,https://api.github.com/users/ReactTraining,https://github.com/ReactTraining,https://github.com/ReactTraining/react-router,https://api.github.com/repos/ReactTraining/react-router,False,2014-05-16T22:22:51Z,2019-06-25T13:32:48Z,13542,36687,JavaScript,True,False,7515,7515,63,36687,,,
Organization,https://api.github.com/users/gohugoio,https://github.com/gohugoio,https://github.com/gohugoio/hugo,https://api.github.com/repos/gohugoio/hugo,False,2013-07-04T15:26:26Z,2019-06-25T14:34:21Z,71690,36122,Go,True,False,4058,4058,373,36122,,,
Organization,https://api.github.com/users/yarnpkg,https://github.com/yarnpkg,https://github.com/yarnpkg/yarn,https://api.github.com/repos/yarnpkg/yarn,False,2016-01-19T17:39:16Z,2019-06-25T14:14:33Z,119036,36118,JavaScript,True,False,2213,2213,1863,36118,,,
User,https://api.github.com/users/Dogfalo,https://github.com/Dogfalo,https://github.com/Dogfalo/materialize,https://api.github.com/repos/Dogfalo/materialize,False,2014-09-12T19:35:38Z,2019-06-25T11:55:04Z,164674,36000,JavaScript,True,True,4789,4789,677,36000,,,
User,https://api.github.com/users/tonsky,https://github.com/tonsky,https://github.com/tonsky/FiraCode,https://api.github.com/repos/tonsky/FiraCode,False,2014-11-11T19:32:38Z,2019-06-25T14:42:40Z,54717,35974,Clojure,True,True,1152,1152,191,35974,,,
Organization,https://api.github.com/users/opencv,https://github.com/opencv,https://github.com/opencv/opencv,https://api.github.com/repos/opencv/opencv,False,2012-07-19T09:40:17Z,2019-06-25T13:56:17Z,470843,35946,C++,True,True,26272,26272,1750,35946,,,
Organization,https://api.github.com/users/gatsbyjs,https://github.com/gatsbyjs,https://github.com/gatsbyjs/gatsby,https://api.github.com/repos/gatsbyjs/gatsby,False,2015-05-21T22:43:05Z,2019-06-25T15:07:13Z,569268,35797,JavaScript,True,False,5297,5297,559,35797,,,
Organization,https://api.github.com/users/scikit-learn,https://github.com/scikit-learn,https://github.com/scikit-learn/scikit-learn,https://api.github.com/repos/scikit-learn/scikit-learn,False,2010-08-17T09:43:38Z,2019-06-25T15:05:29Z,105001,35786,Python,True,True,17507,17507,1927,35786,,,
User,https://api.github.com/users/PanJiaChen,https://github.com/PanJiaChen,https://github.com/PanJiaChen/vue-element-admin,https://api.github.com/repos/PanJiaChen/vue-element-admin,False,2017-04-17T03:35:49Z,2019-06-25T14:33:32Z,14956,35779,Vue,True,True,11614,11614,232,35779,,,
Organization,https://api.github.com/users/denoland,https://github.com/denoland,https://github.com/denoland/deno,https://api.github.com/repos/denoland/deno,False,2018-05-15T01:34:26Z,2019-06-25T14:34:14Z,29147,35733,TypeScript,True,False,1694,1694,221,35733,,,
Organization,https://api.github.com/users/nwjs,https://github.com/nwjs,https://github.com/nwjs/nw.js,https://api.github.com/repos/nwjs/nw.js,False,2012-01-04T06:21:10Z,2019-06-25T15:03:00Z,124120,35572,C++,True,True,3799,3799,743,35572,,,
User,https://api.github.com/users/NARKOZ,https://github.com/NARKOZ,https://github.com/NARKOZ/hacker-scripts,https://api.github.com/repos/NARKOZ/hacker-scripts,False,2015-11-21T19:05:09Z,2019-06-25T08:43:05Z,88,35532,JavaScript,True,False,6002,6002,53,35532,,,
Organization,https://api.github.com/users/nvm-sh,https://github.com/nvm-sh,https://github.com/nvm-sh/nvm,https://api.github.com/repos/nvm-sh/nvm,False,2010-04-15T17:47:47Z,2019-06-25T15:01:45Z,2463,35490,Shell,True,False,3347,3347,285,35490,,,
Organization,https://api.github.com/users/nodejs,https://github.com/nodejs,https://github.com/nodejs/node-v0.x-archive,https://api.github.com/repos/nodejs/node-v0.x-archive,False,2009-05-27T16:29:46Z,2019-06-25T13:30:17Z,144238,35464,,True,True,7779,7779,571,35464,,,
User,https://api.github.com/users/jgthms,https://github.com/jgthms,https://github.com/jgthms/bulma,https://api.github.com/repos/jgthms/bulma,False,2016-01-23T23:48:34Z,2019-06-25T14:24:07Z,78899,35399,CSS,True,True,2842,2842,289,35399,,,
User,https://api.github.com/users/necolas,https://github.com/necolas,https://github.com/necolas/normalize.css,https://api.github.com/repos/necolas/normalize.css,False,2011-05-04T10:20:25Z,2019-06-25T14:52:59Z,379,35358,CSS,True,False,7154,7154,26,35358,,,
User,https://api.github.com/users/kdn251,https://github.com/kdn251,https://github.com/kdn251/interviews,https://api.github.com/repos/kdn251/interviews,False,2017-02-14T18:19:25Z,2019-06-25T14:02:27Z,20842,35283,Java,True,True,7143,7143,40,35283,,,
Organization,https://api.github.com/users/protocolbuffers,https://github.com/protocolbuffers,https://github.com/protocolbuffers/protobuf,https://api.github.com/repos/protocolbuffers/protobuf,False,2014-08-26T15:52:15Z,2019-06-25T15:10:12Z,56454,35238,C++,True,True,9564,9564,619,35238,,,
Organization,https://api.github.com/users/papers-we-love,https://github.com/papers-we-love,https://github.com/papers-we-love/papers-we-love,https://api.github.com/repos/papers-we-love/papers-we-love,False,2013-12-15T14:31:41Z,2019-06-25T10:36:21Z,204707,35094,,True,True,3307,3307,12,35094,,,
User,https://api.github.com/users/wasabeef,https://github.com/wasabeef,https://github.com/wasabeef/awesome-android-ui,https://api.github.com/repos/wasabeef/awesome-android-ui,False,2014-12-24T01:45:03Z,2019-06-25T14:09:54Z,775832,35082,,False,False,9095,9095,30,35082,,,
Organization,https://api.github.com/users/apache,https://github.com/apache,https://github.com/apache/incubator-echarts,https://api.github.com/repos/apache/incubator-echarts,False,2013-04-03T03:18:59Z,2019-06-25T14:51:19Z,155208,34929,JavaScript,True,True,10425,10425,3307,34929,,,
Organization,https://api.github.com/users/impress,https://github.com/impress,https://github.com/impress/impress.js,https://api.github.com/repos/impress/impress.js,False,2011-12-28T22:23:19Z,2019-06-25T13:06:28Z,4191,34874,JavaScript,True,True,6826,6826,56,34874,,,
User,https://api.github.com/users/thedaviddias,https://github.com/thedaviddias,https://github.com/thedaviddias/Front-End-Checklist,https://api.github.com/repos/thedaviddias/Front-End-Checklist,False,2017-10-16T10:12:36Z,2019-06-25T14:28:36Z,3182,34801,JavaScript,True,False,3360,3360,5,34801,,,
Organization,https://api.github.com/users/FreeCodeCampChina,https://github.com/FreeCodeCampChina,https://github.com/FreeCodeCampChina/freecodecamp.cn,https://api.github.com/repos/FreeCodeCampChina/freecodecamp.cn,False,2016-09-30T03:13:43Z,2019-06-25T12:41:56Z,30794,34593,CSS,True,True,1292,1292,125,34593,,,
User,https://api.github.com/users/xingshaocheng,https://github.com/xingshaocheng,https://github.com/xingshaocheng/architect-awesome,https://api.github.com/repos/xingshaocheng/architect-awesome,False,2018-04-06T13:30:58Z,2019-06-25T14:54:36Z,2193,34008,,True,True,10415,10415,38,34008,,,
Organization,https://api.github.com/users/x64dbg,https://github.com/x64dbg,https://github.com/x64dbg/x64dbg,https://api.github.com/repos/x64dbg/x64dbg,False,2015-04-11T20:48:23Z,2019-06-25T13:11:46Z,54330,33983,C++,True,True,1027,1027,374,33983,,,
Organization,https://api.github.com/users/awesomedata,https://github.com/awesomedata,https://github.com/awesomedata/awesome-public-datasets,https://api.github.com/repos/awesomedata/awesome-public-datasets,False,2014-11-20T06:20:50Z,2019-06-25T14:27:17Z,691,33747,,True,True,5748,5748,94,33747,,,
Organization,https://api.github.com/users/babel,https://github.com/babel,https://github.com/babel/babel,https://api.github.com/repos/babel/babel,False,2014-09-28T13:38:23Z,2019-06-25T15:05:26Z,39354,33585,JavaScript,True,True,3587,3587,784,33585,,,
User,https://api.github.com/users/MisterBooo,https://github.com/MisterBooo,https://github.com/MisterBooo/LeetCodeAnimation,https://api.github.com/repos/MisterBooo/LeetCodeAnimation,False,2018-12-06T08:01:22Z,2019-06-25T15:10:50Z,203,33375,Java,True,True,5377,5377,0,33375,,,
Organization,https://api.github.com/users/scrapy,https://github.com/scrapy,https://github.com/scrapy/scrapy,https://api.github.com/repos/scrapy/scrapy,False,2010-02-22T02:01:14Z,2019-06-25T12:46:45Z,17044,33341,Python,True,True,7844,7844,825,33341,,,
Organization,https://api.github.com/users/square,https://github.com/square,https://github.com/square/okhttp,https://api.github.com/repos/square/okhttp,False,2012-07-23T13:42:55Z,2019-06-25T14:47:02Z,26769,33054,Java,True,True,7260,7260,202,33054,,,
Organization,https://api.github.com/users/googlesamples,https://github.com/googlesamples,https://github.com/googlesamples/android-architecture,https://api.github.com/repos/googlesamples/android-architecture,False,2016-02-05T13:42:07Z,2019-06-25T14:03:25Z,8352,33011,,True,True,9257,9257,127,33011,,,
Organization,https://api.github.com/users/square,https://github.com/square,https://github.com/square/retrofit,https://api.github.com/repos/square/retrofit,False,2010-09-06T21:39:43Z,2019-06-25T11:22:44Z,4981,32825,Java,True,True,6106,6106,68,32825,,,
User,https://api.github.com/users/Kickball,https://github.com/Kickball,https://github.com/Kickball/awesome-selfhosted,https://api.github.com/repos/Kickball/awesome-selfhosted,False,2015-06-01T02:33:17Z,2019-06-25T14:41:07Z,5265,32695,JavaScript,True,True,2624,2624,63,32695,,,
User,https://api.github.com/users/minimaxir,https://github.com/minimaxir,https://github.com/minimaxir/big-list-of-naughty-strings,https://api.github.com/repos/minimaxir/big-list-of-naughty-strings,False,2015-08-08T20:57:20Z,2019-06-25T12:23:12Z,229,32562,Python,True,True,1380,1380,72,32562,,,
Organization,https://api.github.com/users/prettier,https://github.com/prettier,https://github.com/prettier/prettier,https://api.github.com/repos/prettier/prettier,False,2016-11-29T17:13:37Z,2019-06-25T14:28:17Z,29528,32457,JavaScript,True,True,1797,1797,650,32457,,,
Organization,https://api.github.com/users/google,https://github.com/google,https://github.com/google/guava,https://api.github.com/repos/google/guava,False,2014-05-29T16:23:17Z,2019-06-25T14:55:12Z,251471,32328,Java,True,True,7236,7236,821,32328,,,
User,https://api.github.com/users/aymericdamien,https://github.com/aymericdamien,https://github.com/aymericdamien/TensorFlow-Examples,https://api.github.com/repos/aymericdamien/TensorFlow-Examples,False,2015-11-11T14:21:19Z,2019-06-25T14:49:38Z,5859,32296,Jupyter Notebook,True,True,12229,12229,170,32296,,,
Organization,https://api.github.com/users/AFNetworking,https://github.com/AFNetworking,https://github.com/AFNetworking/AFNetworking,https://api.github.com/repos/AFNetworking/AFNetworking,False,2011-05-31T21:28:44Z,2019-06-25T13:22:31Z,5660,32264,Objective-C,True,True,9782,9782,386,32264,,,
Organization,https://api.github.com/users/parcel-bundler,https://github.com/parcel-bundler,https://github.com/parcel-bundler/parcel,https://api.github.com/repos/parcel-bundler/parcel,False,2017-08-07T16:36:47Z,2019-06-25T14:04:12Z,7128,32168,JavaScript,True,True,1464,1464,676,32168,,,
User,https://api.github.com/users/vsouza,https://github.com/vsouza,https://github.com/vsouza/awesome-ios,https://api.github.com/repos/vsouza/awesome-ios,False,2014-07-10T16:03:45Z,2019-06-25T14:36:11Z,9918,32090,Swift,True,False,5380,5380,0,32090,,,
Organization,https://api.github.com/users/neovim,https://github.com/neovim,https://github.com/neovim/neovim,https://api.github.com/repos/neovim/neovim,False,2014-01-31T13:39:22Z,2019-06-25T15:01:02Z,86422,31844,Vim script,True,True,2315,2315,885,31844,,,
User,https://api.github.com/users/enaqx,https://github.com/enaqx,https://github.com/enaqx/awesome-react,https://api.github.com/repos/enaqx/awesome-react,False,2014-08-06T05:31:44Z,2019-06-25T15:02:10Z,2117,31751,,True,False,3685,3685,45,31751,,,
User,https://api.github.com/users/juliangarnier,https://github.com/juliangarnier,https://github.com/juliangarnier/anime,https://api.github.com/repos/juliangarnier/anime,False,2016-03-13T21:37:45Z,2019-06-25T15:03:06Z,47541,31487,JavaScript,True,True,2319,2319,107,31487,,,
Organization,https://api.github.com/users/google,https://github.com/google,https://github.com/google/material-design-lite,https://api.github.com/repos/google/material-design-lite,False,2015-01-14T22:01:33Z,2019-06-25T10:27:30Z,56807,31304,HTML,True,True,5314,5314,364,31304,,,
Organization,https://api.github.com/users/gulpjs,https://github.com/gulpjs,https://github.com/gulpjs/gulp,https://api.github.com/repos/gulpjs/gulp,False,2013-07-04T05:26:06Z,2019-06-25T13:16:26Z,1037,31274,JavaScript,True,False,4404,4404,22,31274,,,
Organization,https://api.github.com/users/Alamofire,https://github.com/Alamofire,https://github.com/Alamofire/Alamofire,https://api.github.com/repos/Alamofire/Alamofire,False,2014-07-31T05:56:19Z,2019-06-25T12:43:24Z,10870,31214,Swift,True,False,5588,5588,42,31214,,,
User,https://api.github.com/users/sindresorhus,https://github.com/sindresorhus,https://github.com/sindresorhus/awesome-nodejs,https://api.github.com/repos/sindresorhus/awesome-nodejs,False,2014-07-11T13:35:34Z,2019-06-25T14:39:36Z,1438,30873,,True,False,3784,3784,13,30873,,,
User,https://api.github.com/users/astaxie,https://github.com/astaxie,https://github.com/astaxie/build-web-application-with-golang,https://api.github.com/repos/astaxie/build-web-application-with-golang,False,2012-08-02T11:49:35Z,2019-06-25T13:09:01Z,38118,30797,Go,True,True,8524,8524,97,30797,,,
Organization,https://api.github.com/users/gogs,https://github.com/gogs,https://github.com/gogs/gogs,https://api.github.com/repos/gogs/gogs,False,2014-02-12T01:57:08Z,2019-06-25T14:54:46Z,157470,30673,Go,True,True,3544,3544,666,30673,,,
User,https://api.github.com/users/i0natan,https://github.com/i0natan,https://github.com/i0natan/nodebestpractices,https://api.github.com/repos/i0natan/nodebestpractices,False,2017-09-15T08:33:19Z,2019-06-25T15:09:19Z,52509,30631,JavaScript,True,False,2429,2429,43,30631,,,
Organization,https://api.github.com/users/shadowsocks,https://github.com/shadowsocks,https://github.com/shadowsocks/shadowsocks,https://api.github.com/repos/shadowsocks/shadowsocks,False,2012-04-20T13:10:49Z,2019-06-25T15:09:28Z,891,30602,Python,False,True,18655,18655,448,30602,,,
Organization,https://api.github.com/users/serverless,https://github.com/serverless,https://github.com/serverless/serverless,https://api.github.com/repos/serverless/serverless,False,2015-04-21T03:48:40Z,2019-06-25T14:07:26Z,82701,30585,JavaScript,True,False,3393,3393,550,30585,,,
User,https://api.github.com/users/chrislgarry,https://github.com/chrislgarry,https://github.com/chrislgarry/Apollo-11,https://api.github.com/repos/chrislgarry/Apollo-11,False,2014-04-03T15:45:02Z,2019-06-25T03:10:42Z,2184,30468,Assembly,True,True,3804,3804,38,30468,,,
Organization,https://api.github.com/users/spring-projects,https://github.com/spring-projects,https://github.com/spring-projects/spring-framework,https://api.github.com/repos/spring-projects/spring-framework,False,2010-12-08T04:04:45Z,2019-06-25T15:10:52Z,136216,30212,Java,True,True,19324,19324,943,30212,,,
Organization,https://api.github.com/users/TryGhost,https://github.com/TryGhost,https://github.com/TryGhost/Ghost,https://api.github.com/repos/TryGhost/Ghost,False,2013-05-04T11:09:13Z,2019-06-25T14:34:24Z,31522,30203,JavaScript,True,False,6523,6523,88,30203,,,
Organization,https://api.github.com/users/zeit,https://github.com/zeit,https://github.com/zeit/hyper,https://api.github.com/repos/zeit/hyper,False,2016-07-01T06:01:21Z,2019-06-25T13:59:34Z,7475,30170,JavaScript,True,False,2472,2472,854,30170,,,
User,https://api.github.com/users/blueimp,https://github.com/blueimp,https://github.com/blueimp/jQuery-File-Upload,https://api.github.com/repos/blueimp/jQuery-File-Upload,False,2010-12-01T15:35:32Z,2019-06-25T10:29:15Z,3414,30061,JavaScript,False,True,7984,7984,52,30061,,,
Organization,https://api.github.com/users/Hack-with-Github,https://github.com/Hack-with-Github,https://github.com/Hack-with-Github/Awesome-Hacking,https://api.github.com/repos/Hack-with-Github/Awesome-Hacking,False,2016-03-30T15:47:10Z,2019-06-25T14:44:28Z,170,30045,,True,False,4858,4858,1,30045,,,
User,https://api.github.com/users/k88hudson,https://github.com/k88hudson,https://github.com/k88hudson/git-flight-rules,https://api.github.com/repos/k88hudson/git-flight-rules,False,2014-07-22T20:35:09Z,2019-06-25T09:27:14Z,598,29999,,True,True,2026,2026,4,29999,,,
User,https://api.github.com/users/prakhar1989,https://github.com/prakhar1989,https://github.com/prakhar1989/awesome-courses,https://api.github.com/repos/prakhar1989/awesome-courses,False,2014-11-15T18:36:49Z,2019-06-25T13:02:22Z,2068,29936,,True,False,6167,6167,37,29936,,,
Organization,https://api.github.com/users/adobe,https://github.com/adobe,https://github.com/adobe/brackets,https://api.github.com/repos/adobe/brackets,False,2011-12-07T21:14:40Z,2019-06-25T14:09:29Z,92453,29878,JavaScript,True,True,6416,6416,2466,29878,,,
User,https://api.github.com/users/jaywcjlove,https://github.com/jaywcjlove,https://github.com/jaywcjlove/awesome-mac,https://api.github.com/repos/jaywcjlove/awesome-mac,False,2016-07-17T15:33:47Z,2019-06-25T14:27:53Z,4111,29713,JavaScript,True,True,3405,3405,38,29713,,,
User,https://api.github.com/users/Unitech,https://github.com/Unitech,https://github.com/Unitech/pm2,https://api.github.com/repos/Unitech/pm2,False,2013-05-21T03:25:25Z,2019-06-25T13:48:51Z,12060,29578,JavaScript,True,False,1989,1989,704,29578,,,
Organization,https://api.github.com/users/grafana,https://github.com/grafana,https://github.com/grafana/grafana,https://api.github.com/repos/grafana/grafana,False,2013-12-11T15:59:56Z,2019-06-25T14:40:29Z,195598,29426,TypeScript,True,True,5570,5570,1924,29426,,,
Organization,https://api.github.com/users/pytorch,https://github.com/pytorch,https://github.com/pytorch/pytorch,https://api.github.com/repos/pytorch/pytorch,False,2016-08-13T05:26:41Z,2019-06-25T14:25:41Z,133623,29297,C++,True,True,7080,7080,3178,29297,,,
User,https://api.github.com/users/kelseyhightower,https://github.com/kelseyhightower,https://github.com/kelseyhightower/nocode,https://api.github.com/repos/kelseyhightower/nocode,False,2018-02-06T23:54:00Z,2019-06-25T14:38:09Z,5,29217,Dockerfile,True,True,2506,2506,2754,29217,,,
Organization,https://api.github.com/users/ColorlibHQ,https://github.com/ColorlibHQ,https://github.com/ColorlibHQ/AdminLTE,https://api.github.com/repos/ColorlibHQ/AdminLTE,False,2013-12-25T02:52:40Z,2019-06-25T15:07:38Z,66643,28891,HTML,True,True,11521,11521,294,28891,,,
User,https://api.github.com/users/Trinea,https://github.com/Trinea,https://github.com/Trinea/android-open-project,https://api.github.com/repos/Trinea/android-open-project,False,2014-01-05T15:20:15Z,2019-06-25T13:22:40Z,1936,28777,,True,True,12065,12065,17,28777,,,
User,https://api.github.com/users/yangshun,https://github.com/yangshun,https://github.com/yangshun/tech-interview-handbook,https://api.github.com/repos/yangshun/tech-interview-handbook,False,2016-07-05T05:00:48Z,2019-06-25T14:44:22Z,309,28622,JavaScript,True,True,3962,3962,8,28622,,,
Organization,https://api.github.com/users/discourse,https://github.com/discourse,https://github.com/discourse/discourse,https://api.github.com/repos/discourse/discourse,False,2013-01-12T00:25:55Z,2019-06-25T14:57:42Z,276817,28494,Ruby,False,True,6455,6455,31,28494,,,
Organization,https://api.github.com/users/gin-gonic,https://github.com/gin-gonic,https://github.com/gin-gonic/gin,https://api.github.com/repos/gin-gonic/gin,False,2014-06-16T23:57:25Z,2019-06-25T14:37:14Z,1988,28493,Go,True,False,3288,3288,189,28493,,,
User,https://api.github.com/users/tiimgreen,https://github.com/tiimgreen,https://github.com/tiimgreen/github-cheat-sheet,https://api.github.com/repos/tiimgreen/github-cheat-sheet,False,2014-04-12T16:38:42Z,2019-06-25T13:54:52Z,758,28421,,True,False,4320,4320,7,28421,,,
User,https://api.github.com/users/karan,https://github.com/karan,https://github.com/karan/Projects,https://api.github.com/repos/karan/Projects,False,2013-07-04T13:37:27Z,2019-06-25T14:58:55Z,10204,28409,,True,False,9110,9110,57,28409,,,
Organization,https://api.github.com/users/BVLC,https://github.com/BVLC,https://github.com/BVLC/caffe,https://api.github.com/repos/BVLC/caffe,False,2013-09-12T18:39:48Z,2019-06-25T12:12:56Z,76158,28391,C++,True,True,17147,17147,1019,28391,,,
Organization,https://api.github.com/users/zurb,https://github.com/zurb,https://github.com/zurb/foundation-sites,https://api.github.com/repos/zurb/foundation-sites,False,2011-10-13T23:05:42Z,2019-06-25T15:00:58Z,115399,28173,HTML,True,True,5769,5769,435,28173,,,
